"counts","motivation","severity"
"1","0.2272329721565745","0.3929137140855844"
"0","0.03975647380372287","0.1650420786045486"
"0","0.05167714264124522","0.04706357112328219"
"8","1.7888034766047318","0.49012182540074817"
"1","0.31388125496279945","0.6187840822368129"
"2","0.29338672562724744","0.7065474210928547"
"0","0.025804444805105686","0.46882470330799225"
"1","0.23686676742261825","0.6368644451198168"
"1","0.367230279183489","0.7778082982783543"
"0","0.056234067114509165","0.19635059379167244"
"1","0.3096353471928273","0.2539903242222554"
"1","0.25114521579726845","0.936632805563842"
"0","0.014578617133331709","0.050396594682255616"
"0","-0.039773016250850876","0.38507108249842"
"4","1.1318221149227357","0.21165950622893043"
"0","0.06358911280666808","0.017650119829817876"
"0","-0.027989556210800064","0.7686944716388252"
"3","0.6265350279264932","0.10941760530661072"
"1","0.4537809386986461","0.6033197738621486"
"2","0.35590357045747467","0.6275009955998181"
"2","0.587023124185799","0.5236322245535572"
"2","0.4028125107075149","0.3376953905777968"
"1","-0.011740157133307588","0.8648880040453828"
"0","0.11551399763587344","0.5300108248513936"
"2","0.37453772232260185","0.19651731112495396"
"1","0.2927202833390548","0.5829290089990831"
"2","0.7343098900120273","0.7925425767145715"
"0","-0.14742962966360162","0.4136530563166978"
"0","0.025989666635344622","0.26606527710625205"
"0","-0.06164215504403249","0.37611998185553375"
"1","0.3830593729909018","0.10281663628864542"
"1","0.3562903345543713","0.6596489283470277"
"0","-0.015579181692187256","0.6509812452286526"
"2","0.3894301483149129","0.8155863085507676"
"0","-0.0664234521729276","0.424636193886297"
"0","-0.010981053161842752","0.7454818863382783"
"2","0.4006739236699205","0.535153216288335"
"0","0.06041083568418306","0.48968322923815"
"2","0.7300308582567971","0.7791199587341113"
"0","-0.0037558612522411534","0.5234322364875698"
"0","0.07137731471677863","0.15131195508800827"
"1","0.05197227460221855","1.051562205749974"
"1","0.08463567328729164","0.17718466802251362"
"2","0.2951237602837607","0.44202965876794803"
"1","0.1479423228646306","0.485679297506475"
"1","0.3245782876037809","0.9098827498168182"
"0","0.05032739789523384","0.677189721220115"
"0","-0.10848658373249594","0.5406804629295106"
"1","0.23259707331555443","0.844003818470276"
"0","-0.22742797277855856","0.7543083773509234"
"1","0.4052367775994726","0.4995699328187659"
"4","1.1516231538939568","0.6583467142689985"
"0","-0.07290063899171256","0.38331045217490173"
"0","-0.034959688981398486","0.26402440901504254"
"1","0.13932761068386687","0.7511736130058786"
"0","-0.0010602497338041486","0.6018297357810403"
"0","-0.03627150737538072","0.6243027567628292"
"6","1.6560496293437015","0.6298243486169617"
"2","0.3843359082199804","0.28042793317604736"
"1","0.1681745957394767","0.5608324025596529"
"1","0.2744980241147757","0.45047236003757735"
"0","0.13901581394425463","-0.016521151931520983"
"1","0.3222328646357312","0.48284012773555984"
"4","1.004236677417466","0.4927455506719823"
"2","0.33274194904451976","0.9266469426281818"
"2","0.1513507010701977","-0.003164808328406746"
"0","-0.05823427161732189","0.8007713714967095"
"2","0.6111275957899713","0.8151004515894755"
"0","0.0038582215603490547","0.0927551463696663"
"1","0.4198636162938982","0.7113225482955198"
"1","0.21036434037293386","0.30755280801603585"
"0","-0.01744422205750115","0.5847321553458968"
"2","0.524150571553165","0.6055577076960479"
"0","-0.027897627825579856","0.24627549328234513"
"1","0.4881802073475937","0.8012360077638071"
"0","0.04695111353034376","0.2263287406917104"
"0","0.014779331086721961","0.0023725151267048206"
"0","-0.051082089281822146","0.46951982045247415"
"2","0.3093760113971601","0.8088032313710782"
"0","0.07447724624492666","0.23479692236042013"
"1","0.13108181456482898","0.16373495700009938"
"0","-0.01209282289890464","-0.0031496480011747275"
"2","0.3887111380714343","0.2120984045970358"
"1","0.32208700631923737","0.5231839743112187"
"0","0.15916909296879933","0.47076843604024404"
"4","0.9000909661829284","0.20411728365249523"
"0","-0.11458348771861111","0.1980443976834415"
"0","-0.1539927106006314","0.27062559569704575"
"0","0.1837450420886017","0.22279094854401282"
"1","0.30831332078609835","0.7234409703866593"
"2","0.3383054620521646","0.9044275835511492"
"1","0.06929575378659544","0.8075890413645505"
"4","1.359459281146082","0.6722638517037737"
"0","0.06482061849522376","0.6565342618794011"
"3","0.660392196740016","0.7808811453505867"
"0","-0.03950790869204991","0.48699742147755515"
"0","-0.03822263612250307","-0.040994233634815205"
"0","-0.04278428212422862","0.18515120416966196"
"0","0.018463516204495163","0.13179529256875738"
"0","0.004018367227118258","0.1440159552930646"
"0","0.06282762031889383","0.07821952584866414"
"0","0.07970054296413069","0.4355149122248714"
"0","0.048127708065459594","0.18756435473585997"
"1","0.2525710309000882","0.35394778008378147"
"0","-0.04875049558417879","0.85213218510312"
"0","0.012413762717647478","-0.02893798612063973"
"0","0.08780370334339987","0.7224913286694609"
"0","0.1297174768801663","0.21260519391607038"
"0","0.015431350097910137","0.32072652238931276"
"1","0.39270250795937883","0.16682002001894503"
"2","0.2760843610979895","0.8396107364240101"
"1","0.2781489886613192","0.6557166469365889"
"0","0.057533195597710717","0.1203074296137792"
"0","-0.0859103685281442","0.8593206603460392"
"0","0.03256913591093011","0.6210128206016265"
"3","0.5702095757641412","0.4678689244499334"
"1","0.3958490523309309","0.7842356551002032"
"0","0.14854028219890741","0.27699145396282354"
"0","0.12733092983871735","0.8937658458020371"
"1","0.31232488619446647","0.40736225804163884"
"0","-0.013713796648933694","0.314547039131885"
"1","0.07809366298204906","0.6885775708826909"
"0","0.18241722172458474","0.7094342901728091"
"1","0.22281258126337058","0.18864049300900027"
"0","0.0779902354375009","0.28965784991284427"
"2","0.4739082767181769","0.7753385772953222"
"0","-0.02934384449965069","0.47414159210974444"
"2","0.4274173415887413","0.29627710433349247"
"0","0.06540661710854181","-0.011376591855688076"
"0","-0.04633592304903576","0.06192376841322643"
"0","0.15917865235680023","0.02306615667102009"
"2","0.6635591969161263","0.6314227888680617"
"2","0.7628497562822287","0.7604963770857943"
"1","0.06493641014279761","0.776707028426518"
"3","0.40297658582567536","0.9045642778711098"
"1","0.2585125265990403","0.29047895128441137"
"1","0.17942078820730675","0.6545524224152671"
"0","0.16048430182289333","0.2525986830458536"
"1","0.360198050811586","0.7413590994026752"
"2","0.5654456606456177","0.2951730075542506"
"1","0.342009842764825","0.21136819935239348"
"0","0.11300949387913493","0.23848269771416955"
"1","-0.08910832122037478","0.8903569487018289"
"0","0.12117332680336328","0.16031760939374434"
"4","0.8625670721941755","0.6339825938228312"
"1","0.0956926658932364","0.7134768755941902"
"0","-0.012041552430415502","0.13895043438867477"
"1","0.04851052006972753","0.5624492500253414"
"2","0.6346107189188143","1.0072148874188545"
"3","0.6860723494406883","0.48115981376097394"
"0","0.06568993437706518","0.8690044929343684"
"1","0.3283987319719174","0.8050407151800785"
"0","-0.10045772119319465","0.3396338159760603"
"3","0.7438171175468132","0.8779406284977133"
"0","-0.02417686206677619","0.20618041596455286"
"0","0.12216889781316048","0.7145571930476069"
"1","0.3307701690032327","0.8773045334398432"
"4","1.181293491511212","0.733121948784209"
"0","-0.015840940288917672","0.9281502266973314"
"0","0.002897312220890392","0.39893015119031144"
"0","-0.05038610239571736","0.2876748556895808"
"1","0.3591242191848525","0.35282622968783356"
"3","0.21313417195365633","0.5343058065579979"
"4","0.916018998377078","0.6840790747358544"
"0","0.062295292683109696","0.42853964307964754"
"0","0.004208813396224778","0.1907978004300432"
"3","0.49796381001377216","0.16316627288362404"
"0","-0.003814591785237057","0.1307271016293218"
"0","-0.09743466837038818","0.6355264037178685"
"2","0.7030295635549049","0.6848788931290549"
"1","0.26048931042696927","0.40285033294404493"
"2","0.445123491843915","0.7182681263191534"
"1","0.4488405029633124","0.3858735505802325"
"4","0.5385046985523434","0.7803315062745929"
"3","0.9298502575638231","0.3374630228620447"
"0","0.12561559939060085","0.547307989744673"
"0","0.1260121758186439","0.5638181159698339"
"5","0.7290301478457147","0.5244039304624339"
"1","0.2542718173542599","0.5848464828769393"
"1","0.11122052533290627","0.888928342650351"
"0","-0.08586048056682173","0.2706056978947384"
"0","-0.021460824449910196","0.5786825500762822"
"1","0.04288041149606405","0.8157844320405399"
"0","0.05400655864909817","0.6268949488011079"
"3","0.8306573516852468","0.8338972400008166"
"0","0.06882815151124382","0.8659802917069763"
"0","0.15923092310733117","0.1339791614771594"
"1","0.15511798004821012","0.4744719154944184"
"0","0.1559329459077228","0.015591677119073558"
"2","0.36898600013341076","0.7221146528487126"
"3","0.21990230051394594","0.33155604398452626"
"2","0.41641177122655204","0.5754549963358433"
"0","0.03899315365910468","-0.008923003212185011"
"1","0.37442736032813634","0.6328661525598355"
"0","0.008382123676896221","0.05316413723893261"
"2","0.40969157756832875","1.000348311102428"
"0","-0.1311425451840507","0.42387740108610444"
"1","0.15358307255052128","0.17646650778211032"
"3","0.7873456449438339","0.6495688876289156"
"4","0.8510737848440378","0.49502806691423257"
"1","0.049587665711785724","0.4524283353114807"
"1","0.037299281197992355","0.5851111490163428"
"0","0.02507945578195325","0.5066980631705023"
"1","0.16062319468265338","0.49292779193173236"
"2","0.596224898225629","0.9629115470284418"
"0","0.05215075316990741","0.06959902412052771"
"0","0.14498735963273007","1.0205213253096153"
"1","0.45624044246048345","0.34036189130370664"
"5","1.4696007389856556","0.5838486396749355"
"0","0.12471634789446989","0.19253573601340865"
"1","0.13537586163169088","0.5170989247016723"
"0","-0.059460174436544264","0.08238348712441725"
"0","0.021388514956192303","0.14858130533542835"
"0","-0.08234376903943966","0.3376203333970109"
"1","0.15710527579347744","0.6435071053681046"
"0","0.004604679452808283","0.1568478470198753"
"3","0.46091276195667674","0.7686154783336198"
"1","0.2017987919611975","0.010334076045328886"
"2","0.3272494694023473","0.9231586257049256"
"0","0.08687961006917515","0.11458432638133098"
"1","0.4032148306474259","0.36206433487695855"
"0","0.0018083733366416029","0.5741299741512305"
"2","0.6118223640811423","0.7301414793907739"
"4","0.9763256465192686","0.642394743086614"
"0","-0.05732767768535662","0.22748105297823976"
"2","0.6152383880094969","0.38306572819842827"
"1","0.22916544581328577","0.49722674014"
"0","-0.02167931625079343","0.5222315593895361"
"2","0.4033652074680077","0.6186478885163663"
"2","0.39173777187828934","0.9578258177344611"
"1","0.11517708728099438","0.44917623284174774"
"0","-0.02794945103263868","-0.012457258279125501"
"4","1.1052755318097998","0.35428213492757993"
"0","0.008491071012804201","0.5492499844818763"
"0","0.10645282701095786","0.2708540561173636"
"1","0.31873560164777376","0.8426761110655271"
"0","-0.04918859629251224","0.4697260059572319"
"6","1.0716309744193075","0.5144038341235815"
"0","0.17943222960629865","0.12412154809387348"
"0","0.10825444239997163","0.5840502048340903"
"0","0.04814007107714228","0.5147573944681537"
"0","-0.003964403896337308","0.3070722853624153"
"0","-0.030215025128125593","0.07117792887206768"
"1","0.3619282793597045","0.49892441751886835"
"0","0.11123079828027801","0.6730796057000082"
"1","0.1126933667248838","0.36582911819126795"
"3","0.5066667657107002","0.3760495424277867"
"0","0.10260363896067272","0.40709754559994854"
"2","0.23723740564324972","0.6276216923893534"
"5","1.3139204362841665","0.678101950702802"
"2","0.20512003626422087","0.4709768025343084"
"3","0.6665684668839933","0.668454893432911"
"0","0.16733933193341916","0.12727167546705576"
"1","-0.033159556854443266","0.7204115567557513"
"0","-0.10571571577673823","0.08186305488875746"
"3","0.7174637308422421","0.8217926172812553"
"1","0.0021492514384095513","0.4946983239645103"
"0","0.08556639145460819","0.06021681498820394"
"0","-0.008176273603107102","0.6260502238999217"
"0","0.10539064121557554","0.9176405919126452"
"0","-0.05244670446163948","1.025502337611727"
"3","0.9016274421166097","0.5188219876072977"
"2","0.4699298623283908","0.7126199297086108"
"0","0.03128291405361419","0.6898993898226148"
"3","0.7798726570969188","0.7560690052133746"
"3","1.0606101423279242","0.6964937618595255"
"1","0.1080067892264614","0.35519847958382417"
"4","0.715041974350078","0.12448277611501375"
"0","0.029570507906061912","0.24904147649475245"
"0","0.09618422863606851","0.3367040624566164"
"0","-0.003090655712913932","0.23643985790221858"
"0","0.01704217765462497","0.5322114289180424"
"1","-0.012173171227929595","0.8884318737867787"
"1","0.026447241973160313","0.4831766133998495"
"0","0.08351799233519737","0.24366095869414295"
"0","-0.06906224472619298","0.5790402145425135"
"3","0.8997179817496324","0.6439189981237626"
"0","-0.016037202589817823","0.5327006188730242"
"0","0.012470319161590583","0.2535471905226809"
"2","0.7685121616352469","-0.14516133870448364"
"3","0.6695647087678651","0.6298261546255267"
"0","0.12306941317607814","0.15412235300782384"
"0","0.03122215541797159","0.0981268497761271"
"2","0.11372553760170852","0.6667584982544164"
"1","0.181618160823312","0.7394080121169135"
"0","0.027733008858165646","0.5859688757134006"
"0","0.04737558379980513","0.062298361353566145"
"1","0.1279016543991447","0.6569089258890102"
"1","0.290759168518184","0.8904872360474791"
"1","0.1391984414065936","0.32264413655393714"
"1","0.09137267816219971","0.7784499833471276"
"2","0.2727950997030051","0.8428414136904129"
"1","0.1088347574230888","0.43408357509832485"
"3","0.5375646624516045","0.5930254738094428"
"0","-0.15863335473676987","0.04901291138551432"
"0","0.031497071946976214","0.5555248926548135"
"1","0.4035770519733254","0.8002077022059687"
"3","0.6608893497442458","0.43366369387450954"
"1","0.26478285352734826","0.22700522840427143"
"0","0.06194196824633246","0.10733755783500087"
"0","0.015703239591263025","0.2897538516722794"
"0","0.010354660524148594","0.28799573836121956"
"0","-0.03656757430667985","0.30447237413158607"
"0","0.12883455880209305","0.9628619214241988"
"0","-0.012763243639774352","0.8396327707426138"
"0","-0.004441089474947256","0.5433770223716246"
"2","0.5123568232020435","0.3387894219069102"
"2","0.4323351130475565","0.05790303571248852"
"3","1.0820861273033722","0.7126145979775779"
"0","-0.0886762841166952","0.8094425874384301"
"0","0.11433367682882395","0.028435507795005675"
"1","0.3733378468055228","0.1928445109932072"
"0","0.22118602344973678","0.9850424745519278"
"0","0.018582997670292117","0.3294007244775122"
"1","0.009685825673791943","0.13416660553912374"
"0","0.08536308801072531","0.17290425624315542"
"2","0.4329428808062391","0.41956058902050347"
"3","0.7601850648918023","0.4065976933628789"
"2","0.5428694002340015","0.7463436653913719"
"3","0.7156645939422188","0.7092008843915452"
"1","0.130427703725912","0.5796706211606575"
"0","0.03119945315182685","0.6914672320903306"
"0","0.02685747970026186","0.6051330900796188"
"0","0.004724626131721393","0.36987309600288093"
"0","-0.16951498389134786","0.6964514016387077"
"0","0.08253742999545646","0.5162036407478561"
"2","0.4532893372599812","0.7769711102532266"
"5","0.7662584215391792","0.6606055455383325"
"2","0.5200443184164301","0.14019158573039406"
"1","0.42907164588544994","0.9615650109409215"
"1","0.07730705985961438","0.38746669175182824"
"1","0.17347329228402375","0.32030172492485753"
"0","0.013156162877153823","0.15430215601404257"
"0","0.047689434998274945","0.6772879313691131"
"0","-0.035772354107027504","0.206212073433017"
"0","0.004709486901490881","0.6706013937236467"
"3","0.6380839246939133","0.7656797670946638"
"0","-0.07693493176312072","0.5034487222317248"
"1","0.05875746156651612","0.28093426322803755"
"0","0.11880234022581321","0.8242956286978533"
"1","0.20501263156205857","0.7613992983599223"
"0","0.13962232316731452","0.5449538186140019"
"0","-0.07995863079581358","0.24225426091293192"
"1","0.1875046094034841","0.6384401682125213"
"3","0.4794262834235564","0.736530388008216"
"3","0.9259307270621573","0.8173406310997134"
"0","-0.01959727550054242","0.04363279141713635"
"1","0.3903458333133519","0.6258731160436755"
"0","0.05541853729440835","0.40992009198338314"
"0","-0.07608806049693195","4.6644902373340225E-4"
"2","0.06536927294255632","0.08503301996674122"
"3","0.9801394045207583","0.6740413383104139"
"2","0.3639034614181016","0.7814194485847847"
"0","0.0487478564784058","0.16552218588723305"
"0","-0.059084899902593205","-0.011883893426337637"
"0","0.12238883460293186","-0.030494661128752917"
"1","0.3577503688291493","0.4878026167705413"
"1","0.012636572366188134","0.2979588742556787"
"0","0.004139554566907013","0.9487068988674062"
"0","0.025012429234141015","0.5105572438323176"
"1","0.311904038399074","0.36896460592978125"
"1","0.3312726017460106","0.2050405074768248"
"3","0.614745810937827","0.5166969385873605"
"0","0.0564299583185644","0.45207285560539623"
"0","0.04082430817096588","0.13433120428029938"
"5","1.0279218731501973","0.5301639426560658"
"1","0.3520082657585319","0.9070735287029638"
"0","-0.03071504945731591","0.6898944823037404"
"0","-0.026653212486909286","0.7455597062104746"
"0","0.026775375767030096","0.37972835080504014"
"1","-0.03242747119945144","0.24420794627492337"
"1","0.33254950298981995","-0.1112700020038065"
"1","0.2554544226551586","0.7559074293658008"
"4","0.7764667942917324","0.741004572084045"
"0","0.045041192023125995","0.6510767643139831"
"0","0.15374237237058616","0.443807717918007"
"1","0.056688813224643635","0.493445645526088"
"0","0.008171989536262247","0.08865248130970849"
"1","-0.12856227290626196","0.08355689868281113"
"1","0.2051701277800882","0.1524640237387939"
"0","0.060211573754839764","0.09796019604469217"
"0","0.02706846603549704","0.27068452228763545"
"0","-0.029121588267665192","0.6508896511458464"
"1","0.34684013632427857","0.010289966267109828"
"1","0.061516919493480086","0.4551811714543227"
"1","0.19593271492752198","0.48849705144976585"
"1","0.0754755997945222","0.9086459425133466"
"0","0.04309002483388886","0.15218488686710413"
"0","0.03965191125340772","0.23265702459932058"
"8","1.6337490685180598","0.4609969592890558"
"5","1.1366342040428938","0.5841175237484763"
"1","0.23230192613141157","0.4580740394988124"
"2","0.32951662208241866","1.0315290684260348"
"2","0.5894800458935452","0.24184842082560062"
"1","0.3637719107331909","0.08990026223717923"
"2","0.352780619870642","0.6415796640289223"
"4","1.0498733451259825","0.4602861194128652"
"2","0.41269486644827796","0.7266790578439635"
"2","0.5193124463197684","0.2570324404729774"
"2","0.610050811848658","0.31611784472769316"
"2","0.5280108313638731","0.757255496003985"
"3","0.5230309504616321","0.3130993019160104"
"0","-0.06286003473513327","0.981223557422529"
"0","-0.041363984253888944","0.05457749584405796"
